userName,score,at,content,clean_teks,polarity_score,polarity
Meylaniputri0605 _,1,2023-11-04 07:28:19,"Di upgrade makin jelek aja , flash buat foto ga sebagus dulu ,buat foto malam buriq banget flash selfienya ,tolong tik tok flash nya buat seperti biasanya yang terang benderang seperti itu. Saya jadi gabisa foto di tempat yang kurang bercahaya tempatnya , TOLONG TOLONG TOLONG BANGET TIK TOK","['', 'meningkatkan', 'makin', 'jelek', 'saja', 'flash', 'buat', 'foto', 'tidak', 'bagus', 'dulu', 'buat', 'foto', 'malam', 'burik', 'banget', 'flash', 'selfienya', '', 'tik', 'tok', 'flash', 'nya', 'buat', '', 'biasa', '', 'terang', 'benderang', '', '', '', 'jadi', 'tidak bisa', 'foto', '', 'tempat', '', 'kurang', 'cahaya', 'tempat', '', '', '', 'banget', 'tik', 'tok']",-5,negative
Panyu Badai,2,2023-09-26 03:38:16,Tolong sediakan fitur Dark Mode untuk semua merk HP yang menggunakan sistem Android (paling nggak dari Android 10) baik dari HP yang Entry Level sampai High End. Karena saya sangat kecewa dengan pihak TikTok yang tidak menyediakan fitur Dark Mode yang begitu simple dan berguna bagi pengguna TikTok ketika sedang menggunakan aplikasi di tempat yang gelap tanpa cahaya.,"['', 'sedia', 'fitur', 'dark', 'mode', '', 'semua', 'merk', 'seluler', '', 'guna', 'sistem', 'seluler', 'paling', '', '', 'seluler', 'baik', '', 'seluler', '', 'entry', 'level', '', 'high', 'end', '', '', 'sangat', 'kecewa', '', 'pihak', 'tiktok', '', '', 'sedia', 'fitur', 'dark', 'mode', '', '', 'sederhana', '', 'guna', '', 'guna', 'tiktok', '', 'sedang', 'guna', 'aplikasi', '', 'tempat', '', 'gelap', '', 'cahaya']",-4,negative
Rona Mirta,1,2023-11-17 06:24:03,"Dasar aplikasi tidak berguna kalo saja kamu bisa benerin apk ini saya tidak akan beri ulasan seperti ini karna kenapa tiktok saya tidak bisa dibuka setelah di update hanya logo tiktok nya aja yg tertampil dan kadang layarnya hitam??!!, kalo tau bakal seperti ini saya tidak akan meng update nya😠🤬!! Mohon perbaruannya!!","['dasar', 'aplikasi', '', 'guna', 'kalau', '', 'kamu', '', 'benerin', 'aplikasi', '', '', '', '', 'beri', 'ulas', '', '', 'karena', '', 'tiktok', '', '', '', 'buka', '', '', 'terbaru', '', 'logo', 'tiktok', 'nya', 'saja', 'yang', 'tampil', '', 'kadang', 'layar', 'hitam', 'kalau', 'tahu', 'bakal', '', '', '', '', '', 'meng', 'terbaru', 'nya', 'mohon', 'baru']",-1,negative
Aditya Nugroho,1,2023-10-04 12:50:09,Keluhannya: aplikasi tidak bisa berjalan seperti biasa untuk pengguna android ram 3. Saat dibuka hanya terdapat logo tik tok dan bersamaan dengan lag yang cukup parah saat keluar dari aplikasi sehingga perlu di restart berulangkali. Perilaku aplikasi seperti virus yang membuat pengguna merasa takut. Jadi tolong di perbaiki segera agar pengguna lebih nyaman dan membuat aplikasi tik tok kembali ramai. Saya tahu CEO/pegawai lainnya tik tok pasti bisa.l mengatasi ini. TERIMA KASIH,"['keluh', 'aplikasi', '', '', 'jalan', '', 'biasa', '', 'guna', 'seluler', 'ram', '', 'buka', '', 'dapat', 'logo', 'tik', 'tok', '', 'sama', '', 'lag', '', 'cukup', 'parah', '', 'keluar', '', 'aplikasi', '', 'perlu', '', 'restart', 'ulang', 'perilaku', 'aplikasi', '', 'virus', '', 'buat', 'guna', 'rasa', 'takut', 'jadi', '', '', 'baik', 'segera', '', 'guna', 'lebih', 'nyaman', '', 'buat', 'aplikasi', 'tik', 'tok', '', 'ramai', '', 'tahu', 'ceopegawai', 'lain', 'tik', 'tok', '', 'bisal', 'atas', '', 'terima', 'kasih']",4,positive
IsiRef TIKTOK GBHTXZ6QRXYZU dptbonus,4,2023-10-11 06:26:04,"Bila sudah menggunakan aplikasi tiktok maka kita bisa sangat betah menonton video nya, simpel dan sangat nyaman banget ketika digunakan ya. Menurut aku aplikasi ini sudah sangat bagus dan hanya membutuhkan beberapa tambahan fitur-fitur saja seperti 360p, 1200p yang mana sangat lah membantu memudahkan kita menonton video saat jaringan lagi kurang stabil, itu saja masukan saya biar aplikasi nya bisa semakin mantap dan berkembang dengan baik.","['bila', '', 'guna', 'aplikasi', 'tiktok', '', '', '', 'sangat', 'betah', 'tonton', 'video', 'nya', 'simpel', '', 'sangat', 'nyaman', 'banget', '', 'guna', '', '', 'aku', 'aplikasi', '', '', 'sangat', 'bagus', '', '', 'butuh', 'beberapa', 'tambah', 'fiturfitur', '', '', 'p', 'p', '', 'mana', 'sangat', 'lah', 'bantu', 'mudah', '', 'tonton', 'video', '', 'jaringan', '', 'kurang', 'stabil', '', '', 'masuk', '', 'biar', 'aplikasi', 'nya', '', 'makin', 'mantap', '', 'kembang', '', 'baik']",26,positive
Pandu Julika Rinaldi,1,2023-09-25 08:15:46,"Tiktok tidak bisa diakses, cuma booting dan crash/force close. Lalu perangkat mati. Setelah update ke V. 31.4.3 penyimpanan melonjak drastis dari 1,7GB menjadi 2,18 GB. Perangkat ini Samsung Galaxy Note 9, Android 10, one UI 2.5. please follow up. Terimakasih","['tiktok', '', '', 'akses', 'cuma', 'booting', '', 'crashforce', 'tutup', 'lalu', 'perangkat', 'mati', '', 'terbaru', '', 'v', 'simpan', 'lonjak', 'drastis', '', 'gb', 'jadi', 'gb', 'perangkat', '', 'samsung', 'galaxy', 'catatan', 'seluler', 'satu', 'ui', 'tolong', 'ikuti', 'up', 'terima kasih']",16,positive
Manisa Agustin (Nagstd),2,2023-10-15 22:34:08,"subtitle terjemah di tiktok sekarang ilang, dan harus di aktifkan secara manual, jujurly, para pengguna tiktok lebih suka tiktok yang subtitle terjemah-nya seperti dulu, jangan yang seperti sekarang, yang harus di aktifkan secara manual, walaupun itu simple cara aktifkan-nya, tapi itu ribet. please tiktok, jangan terlalu banyak update, kalau mau sekaligus saja, dari pada sedikit sedikit, malah kayak ribet banget.","['subtitle', 'terjemah', '', 'tiktok', 'sekarang', 'hilang', '', '', '', 'aktif', '', 'manual', 'jujurly', '', 'guna', 'tiktok', 'lebih', 'suka', 'tiktok', '', 'subtitle', 'terjemah', '', 'dulu', 'jangan', '', '', 'sekarang', '', '', '', 'aktif', '', 'manual', 'walaupun', '', 'sederhana', 'cara', 'aktif', '', '', 'ribet', 'tolong', 'tiktok', 'jangan', 'terlalu', 'banyak', 'terbaru', 'kalau', 'mau', 'sekaligus', '', '', '', 'sedikit', 'sedikit', 'bahkan', 'kayak', 'ribet', 'banget']",-2,negative
Ririn Wigi,1,2023-09-23 18:40:07,"Tiktok saya baru diperbarui. Bukannya malah bagus, tpi tambah jelek. Untuk buka tiktok ngelag, trus aplikasi lainnya juga ikut ngelag, HP juga ngelag dan panas. Aplikasinya seperti ada virusnya yang dapat menjalar ke aplikasi lain dan peforma hp. Setelah diperbarui, draf tiktok saya malah kehapus semua sama tiktok. Mohon diperbaiki.","['tiktok', '', 'baru', 'baru', 'bukan', 'bahkan', 'bagus', 'tapi', 'tambah', 'jelek', '', 'buka', 'tiktok', 'lelet', 'terus', 'aplikasi', 'lain', '', 'ikut', 'lelet', 'seluler', '', 'lelet', '', 'panas', 'aplikasi', '', '', 'virus', '', '', 'jalar', '', 'aplikasi', '', '', 'forma', 'seluler', '', 'baru', 'draf', 'tiktok', '', 'bahkan', 'hapus', 'semua', 'sama', 'tiktok', 'mohon', 'baik']",-13,negative
Nabilla Aulia,1,2023-11-22 05:31:14,"tolong dibaca, kemarin hp saya masih baik baik saja, tapi karena tiktok saya kehilangan beberapa fitur, sperti foto, story, dan lainnya, saya akhirnya update, karena penasaran juga dengan fitur terbaru, (tiktok offline) kemarin pagi, stlh saya sudah update, kenapa? hp saya jadi sering mulai ulang sendiri?? saya cari tahu di google, katanya salah satu penyebab hp restart adalah karena kesalahan update aplikasi, dan btul stiap sy buka tiktok hp sy mulai ulang sendiri, tolong bukan saya menyalahkan","['', 'baca', 'kemarin', 'seluler', '', '', 'baik', 'baik', '', '', '', 'tiktok', '', 'hilang', 'beberapa', 'fitur', 'seperti', 'foto', 'story', '', 'lain', '', 'akhir', 'terbaru', '', 'penasaran', '', '', 'fitur', 'baru', 'tiktok', 'offline', 'kemarin', 'pagi', 'setelah', '', '', 'terbaru', '', 'seluler', '', 'jadi', 'sering', 'mulai', 'ulang', 'sendiri', '', 'cari', 'tahu', '', 'google', 'kata', 'salah', 'satu', 'sebab', 'seluler', 'restart', '', '', 'salah', 'terbaru', 'aplikasi', '', 'btul', 'setiap', 'saya', 'buka', 'tiktok', 'seluler', 'saya', 'mulai', 'ulang', 'sendiri', '', 'bukan', '', 'salah']",3,positive
Habib abdul Zulfikri,1,2023-09-26 22:08:16,"Mohon maaf untuk pihak tik tok karena saya memberikan bintang 1.saya merasa kalau tiktok sekarang jadi semakin berat,buat scroll baru beberapa menit udah mulai ngeleg apk nya, penyimpanan juga semakin besar,sering error' dan tiba-tiba force close,terlalu boros baterai.saya minta tolong sekali,untuk pihak tiktok memperbaiki masalah ini,buat konsumen merasa puas dan nyaman menggunakan apk ini.terimakasih","['mohon', 'maaf', '', 'pihak', 'tik', 'tok', '', '', 'beri', 'bintang', '', 'rasa', 'kalau', 'tiktok', 'sekarang', 'jadi', 'makin', 'beratbuat', 'scroll', 'baru', 'beberapa', 'menit', 'sudah', 'mulai', 'lelet', 'aplikasi', 'nya', 'simpan', '', 'makin', 'besarsering', 'error', '', 'tiba', 'paksa', 'closeterlalu', 'boros', 'bateraisaya', 'minta', '', 'sekaliuntuk', 'pihak', 'tiktok', 'baik', 'masalah', 'inibuat', 'konsumen', 'rasa', 'puas', '', 'nyaman', 'guna', 'aplikasi', 'initerimakasih']",-12,negative
Kayan P,1,2023-11-22 18:24:25,"Bintang satu sj Tiktok kok jd begini,macet-macetan,kadang TDK ada gambar,pindah aplikasi malah suara Tiktok yg muncul,bikin jengkel Tiktok sekarang teramat sangat mengecewakan.,tak kira hp yg rusak ternyata tiktoknya yg bermasalah.","['bintang', 'satu', 'saja', 'tiktok', 'kok', 'jadi', 'beginimacetmacetankadang', 'tidak', '', 'gambarpindah', 'aplikasi', 'bahkan', 'suara', 'tiktok', 'yang', 'munculbikin', 'jengkel', 'tiktok', 'sekarang', 'amat', 'sangat', 'mengecewakantak', 'kira', 'seluler', 'yang', 'rusak', 'nyata', 'tiktoknya', 'yang', 'masalah']",-13,negative
Stephanie Tamarina Simamora,2,2023-10-08 07:51:33,"setelah update tiktok jadi sering bug,terkadang tidak bisa masuk aplikasi dan aplikasinya seperti ada virus bisa buat handphone ngebug, handphone saya ram 6 tapi kalau download tiktok yang baru saja update seperti ini, handphonenya jadi suka ngebug dan lemot jadi setiap hari saya mulai ulang (restart) terus setelah buka tiktok","['', 'terbaru', 'tiktok', 'jadi', 'sering', 'bugterkadang', '', '', 'masuk', 'aplikasi', '', 'aplikasi', '', '', 'virus', '', 'buat', 'handphone', 'bug', 'handphone', '', 'ram', '', 'kalau', 'unduh', 'tiktok', '', 'baru', '', 'terbaru', '', '', 'handphonenya', 'jadi', 'suka', 'bug', '', 'lot', 'jadi', '', 'hari', '', 'mulai', 'ulang', 'restart', 'terus', '', 'buka', 'tiktok']",8,positive
Fans_ EDDSWORLD,4,2023-11-05 09:35:56,"Tiktok sekarang mengalami banyak bug seperti, video yang diputar sangat lambat dan tidak sesuai dengan suara videonya, membuat penonton tidak nyaman, terkadang aplikasi tidak dapt dibuka, tolong perbaiki bug ini!!","['tiktok', 'sekarang', 'alami', 'banyak', 'bug', '', 'video', '', 'putar', 'sangat', 'lambat', '', '', 'sesuai', '', 'suara', 'video', 'buat', 'tonton', '', 'nyaman', 'terkadang', 'aplikasi', '', 'dapt', 'buka', '', 'baik', 'bug', '']",15,positive
Siti Nuralfiah,1,2023-11-19 16:10:11,"plis lah ya tok tok tiktok, ni aku udah hapus tiktok terus download lagi tujuannya biar ga lag terus, ehh tetep aja lag, perbaikin dong, kalo mau rating bagus baca komentar dong, tujuan diadain komentar tu buat koreksi kalo ada apa², minimal tu dibaca, banyak banget yang ngeluh kalo tiktok lag tapi masi ga digubris, RAM masi banyak, aplikasi lain padahal ga lag² gini kaya tiktok, berarti ini problem dari sananya, tolong diperbaiki dong jangan cuma diem aja.","['tolong', 'lah', '', 'tok', 'tok', 'tiktok', 'ini', 'aku', 'sudah', 'hapus', 'tiktok', 'terus', 'unduh', '', 'tuju', 'biar', 'tidak', 'lag', 'terus', 'ehh', 'tetep', 'saja', 'lag', 'perbaikin', 'dong', 'kalau', 'mau', 'rating', 'bagus', 'baca', 'komentar', 'dong', 'tuju', 'diadain', 'komentar', 'tu', 'buat', 'koreksi', 'kalau', '', 'apa', 'minimal', 'tu', 'baca', 'banyak', 'banget', '', 'mengeluh', 'kalau', 'tiktok', 'lag', '', 'mas', 'tidak', 'gubris', 'ram', 'mas', 'banyak', 'aplikasi', '', 'padahal', 'tidak', 'lag', 'gin', 'kaya', 'tiktok', 'arti', '', 'masalah', '', 'sana', '', 'baik', 'dong', 'jangan', 'cuma', 'diem', 'saja']",-7,negative
Azizzah ADMAJA,1,2023-10-18 16:54:46,Kenapa setelah ada update terbaru . Tiktok ga bisa dibuka . Lalu ga ada layar belakang tiktok. Kalaupun ga ada perbaikan suatu saat nanti Tiktok akan dapat rating 1 . Kalau ga ada perubahan Kalau ga ada perubahan pasti Rating penggunaan tiktok pasti Terjun drastis yang awalnya top 8 akan menjadi top 30. Orang² akan teralihkan dengan platfrom lain kalau ga Niat ada perubahan,"['', '', '', 'terbaru', 'baru', 'tiktok', 'tidak', '', 'buka', 'lalu', 'tidak', '', 'layar', 'belakang', 'tiktok', 'kalaupun', 'tidak', '', 'baik', 'suatu', '', '', 'tiktok', '', '', 'rating', 'kalau', 'tidak', '', 'ubah', 'kalau', 'tidak', '', 'ubah', '', 'rating', 'guna', 'tiktok', '', 'terjun', 'drastis', '', 'awal', 'top', '', 'jadi', 'top', 'orang', '', 'alih', '', 'platfrom', '', 'kalau', 'tidak', 'niat', '', 'ubah']",-1,negative
Rafi Akbar,1,2023-09-26 18:52:55,"sering eror pake jaringan padalah udah bagus tapi tetep gak bisi buka app tiktok terus udah ngikutin tutorial di YouTube tapi tetep gak bisa, udah di hapus CC nya ,udah di mulai ulang hp nya tapi tetep gak bisa giliran saya nyampung ke koneksi wifi bisa kan aneh . terus saya coba download tiktok lite bisa bisa aja. tolong lah di perbaiki bug nya padalah aplikasi ini udah bagus , berita te aupdet. tolong lah tiktok perbaiki lagi","['sering', 'error', 'pakai', 'jaringan', 'pada', 'sudah', 'bagus', '', 'tetep', 'gak', 'bis', 'buka', 'app', 'tiktok', 'terus', 'sudah', 'ngikutin', 'tutorial', '', 'youtube', '', 'tetep', 'gak', '', 'sudah', '', 'hapus', 'cc', 'nya', 'sudah', '', 'mulai', 'ulang', 'seluler', 'nya', '', 'tetep', 'gak', '', 'gilir', '', 'nyampung', '', 'koneksi', 'wifi', '', 'kan', 'aneh', 'terus', '', 'coba', 'unduh', 'tiktok', 'lite', '', '', 'saja', '', 'lah', '', 'baik', 'bug', 'nya', 'pada', 'aplikasi', '', 'sudah', 'bagus', 'berita', 'te', 'aupdet', '', 'lah', 'tiktok', 'baik', '']",16,positive
Tiara,4,2023-10-18 04:45:27,"Aplikasinya lumayan bagus, tapi masih banyak bug dan kesalahan. Pernah beberapa kali ngestuck di logo aplikasinya, trus harus download ulang/update dulu agar gk ngestuck lagi. Jujur ini agak menggangu apalagi pas memori atau sinyal lagi masa masa kritis.","['aplikasi', 'lumayan', 'bagus', '', '', 'banyak', 'bug', '', 'salah', 'pernah', 'beberapa', 'kali', 'ngestuck', '', 'logo', 'aplikasi', 'terus', '', 'unduh', 'ulangupdate', 'dulu', '', 'tidak', 'ngestuck', '', 'jujur', '', '', 'menggangu', '', 'pas', 'memori', '', 'sinyal', '', 'masa', 'masa', 'kritis']",-9,negative
setiawan,2,2023-10-08 19:31:15,"Mulai 2 minggu ini aplikasi tik tok eror. Kadang bisa terbuka kadang tidak. Ketika tidak bisa terbuka hanya muncul logo tik tok saja, Jadi yg sy lakukan hapus dowload hapus download hapus download aplikasinya,, seperti itu terus yg saya lakukan supaya bisa membuka tik tok, kalo tidak dihapus dan di dowload lagi tidak bisa terbuka aplikasinya. Tolong segera di perbaiki seperti dulu.","['mulai', 'minggu', '', 'aplikasi', 'tik', 'tok', 'error', 'kadang', '', 'buka', 'kadang', '', '', '', '', 'buka', '', 'muncul', 'logo', 'tik', 'tok', '', 'jadi', 'yang', 'saya', 'laku', 'hapus', 'dowload', 'hapus', 'unduh', 'hapus', 'unduh', 'aplikasi', '', '', 'terus', 'yang', '', 'laku', '', '', 'buka', 'tik', 'tok', 'kalau', '', 'hapus', '', '', 'dowload', '', '', '', 'buka', 'aplikasi', '', 'segera', '', 'baik', '', 'dulu']",-16,negative
Ibram Fardani,1,2023-11-26 22:34:13,"Semakin diupdate semakin banyak bug. Live stream juga terasa semakin berat, banyak penonton live stream saya merasa tidak nyaman karena lag yang sangat terasa, padahal sebelumnya aman-aman saja.","['makin', 'terbaru', 'makin', 'banyak', 'bug', 'langsung', 'stream', '', 'asa', 'makin', 'berat', 'banyak', 'tonton', 'langsung', 'stream', '', 'rasa', '', 'nyaman', '', 'lag', '', 'sangat', 'asa', 'padahal', 'belum', 'amanaman', '']",29,positive
Whyu sptra,3,2023-09-09 08:30:50,"Tiktok banyak bugnya skrg ga kaya dulu, main tiktok ketika sudah 30 menit lebih ngelag saat pemutar vidio, bukan hanya itu. Ketika saya scroll vidio tiba² ada suara live streaming orang padahal lagi ga nonton live orang lain. Ga mungkin handphone saya yang ngelag, soalnya snapdragon 870 dan memory 256gb. Main game berat dan sosial media lain lancar saja ga kaya tiktok ngelag! Tolong di perbaiki.","['tiktok', 'banyak', 'bugnya', 'sekarang', 'tidak', 'kaya', 'dulu', 'main', 'tiktok', '', '', 'menit', 'lebih', 'lelet', '', 'putar', 'vidio', 'bukan', '', '', '', '', 'scroll', 'vidio', 'tiba', '', 'suara', 'langsung', 'streaming', 'orang', 'padahal', '', 'tidak', 'nonton', 'langsung', 'orang', '', 'tidak', 'mungkin', 'handphone', '', '', 'lelet', 'soal', 'snapdragon', '', 'memory', 'gb', 'main', 'game', 'berat', '', 'sosial', 'media', '', 'lancar', '', 'tidak', 'kaya', 'tiktok', 'lelet', '', '', 'baik']",8,positive
Wawan Setya,1,2023-09-30 08:39:58,Setelah update terbaru malah aneh gak bisa dibuka pas dibuka lama trus ke sistem operasi HP jadi lag dan crash aneh kalau masalah ram dan prosesor gak mungkin karna ram 4 GB prosesor juga Snapdragon yg biasa buat game... masa buka tik tok jadi tiba2 lag... kayak berat banget aplikasi nya...,"['', 'terbaru', 'baru', 'bahkan', 'aneh', 'gak', '', 'buka', 'pas', 'buka', 'lama', 'terus', '', 'sistem', 'operasi', 'seluler', 'jadi', 'lag', '', 'rusak', 'aneh', 'kalau', 'masalah', 'ram', '', 'prosesor', 'gak', 'mungkin', 'karena', 'ram', 'gb', 'prosesor', '', 'snapdragon', 'yang', 'biasa', 'buat', 'game', 'masa', 'buka', 'tik', 'tok', 'jadi', 'tiba', 'lag', 'kayak', 'berat', 'banget', 'aplikasi', 'nya']",6,positive
Ara Calista,1,2023-11-05 07:37:03,"Akhir akhir ini tik tok kenapa lelet banget ya , udah gitu juga sering eror , kayak gak bisa kebuka cuman muncul logo doang . Dan juga kalo lelet karena jaringan gak mungkin di tempat ku jaringan internet itu lancar jaya ,tapi entah mengapa kalo liat tiktok pasti lelet, coba dong jangan dikit dikit update. Kan cape ya haru hapus download lagi , terus ini kenapa ya fitur posting ulang saya gak ada","['akhir', 'akhir', '', 'tik', 'tok', '', 'lambat', 'banget', '', 'sudah', 'gitu', '', 'sering', 'error', 'kayak', 'gak', '', 'buka', 'cuman', 'muncul', 'logo', 'doang', '', '', 'kalau', 'lambat', '', 'jaringan', 'gak', 'mungkin', '', 'tempat', 'ku', 'jaringan', 'internet', '', 'lancar', 'jaya', '', 'entah', '', 'kalau', 'lihat', 'tiktok', '', 'lambat', 'coba', 'dong', 'jangan', 'dikit', 'dikit', 'terbaru', 'kan', 'capek', '', 'haru', 'hapus', 'unduh', '', 'terus', '', '', '', 'fitur', 'posting', 'ulang', '', 'gak', '']",10,positive
Abu Alam,2,2023-10-15 11:31:54,aplikasinya bagus sih cuma kalo mau coba beberapa filter yang viral pasti selalu ada error (filter ini tidak tersedia di kawasan anda) cepat perbaiki!!! saya sudah mulai muak untuk tidak segan segan hapus aplikasi ini! @tiktok,"['aplikasi', 'bagus', 'sih', 'cuma', 'kalau', 'mau', 'coba', 'beberapa', 'filter', '', 'viral', '', 'selalu', '', 'error', 'filter', '', '', 'sedia', '', 'kawasan', '', 'cepat', 'baik', '', '', 'mulai', 'muak', '', '', 'segan', 'segan', 'hapus', 'aplikasi', '']",-7,negative
Semoga Berkah,1,2023-10-26 01:04:36,Gak ada otomatis jeda saat vidio berulang berkali-kali. Itu bisa terjadi karena ketiduran atau lupa mematikan smart phone.... mohon ditambah fitur stop vidio dan mati layar otomatis saat gak ada pergerakan vidio / penggunaan aplikasi.,"['gak', '', 'otomatis', 'jeda', '', 'vidio', 'ulang', 'berkalikali', '', '', 'jadi', '', 'tidur', '', 'lupa', 'mati', 'pintar', 'seluler', 'mohon', 'tambah', 'fitur', 'stop', 'vidio', '', 'mati', 'layar', 'otomatis', '', 'gak', '', 'gera', 'vidio', 'guna', 'aplikasi']",24,positive
Muh. Fahri,1,2023-09-09 23:49:54,"Tolong untuk memperbaiki,karena Tik tok sekarang sangat Lag/Patah-patah,menguras baterai latar belakang,ForceClose/Tik Tok telah berhenti,dan cepat membuat hp panas.saya yang bermain tik tok dari dulu dan merasa tik tok sekarang sangat Lag merasa tidak nyaman saat menonton/scrolling video padahal cache/penyimpanan sudah di bersihkan.","['', '', 'memperbaikikarena', 'tik', 'tok', 'sekarang', 'sangat', 'lagpatahpatahmenguras', 'baterai', 'latar', 'belakangforceclosetik', 'tok', '', 'berhentidan', 'cepat', 'buat', 'seluler', 'panassaya', '', 'main', 'tik', 'tok', '', 'dulu', '', 'rasa', 'tik', 'tok', 'sekarang', 'sangat', 'lag', 'rasa', '', 'nyaman', '', 'menontonscrolling', 'video', 'padahal', 'cachepenyimpanan', '', '', 'sih']",9,positive
Erna sartika,1,2023-10-09 19:39:56,"Keluhan: aplikasi yg tidak berjalan seperti biasa nya, di mana di saat sya membuka aplikasi tik tok selalu tidak menampil kan layar hanya menampil kan logo tik tok dn saat kluar dri aplikasi tersebut sangat llt smpe harus mematikan daya hp berulang""","['keluh', 'aplikasi', 'yang', '', 'jalan', '', 'biasa', 'nya', '', 'mana', '', '', 'sya', 'buka', 'aplikasi', 'tik', 'tok', 'selalu', '', 'tampil', 'kan', 'layar', '', 'tampil', 'kan', 'logo', 'tik', 'tok', 'dn', '', 'keluar', 'dari', 'aplikasi', 'sebut', 'sangat', 'llt', 'smpe', '', 'mati', 'daya', 'seluler', 'ulang']",-9,negative
reza utama,1,2023-10-06 21:20:05,"next update bisa lah kalo kompres video ngotak dikit jangan sampe pecah kualitasnya padahal saya udh pke resolusi 4k/1080p masih aja tetep burik waktu di upload di tiktok, ayolah update fitur yang penting2 aja yang berguna jangan update buat fitur2 gajelas, dan juga stabilin apk nya biar gada lag ataupun frame agar pengguna aplikasi bisa nyaman menggunakan apk ini. tolong benar2 next agar bisa di update dan di tambah kan fitur2 yang berguna untuk kedepannya, SECEPATNYA YA!!!! DI TUNGGU...☺️","['lanjut', 'terbaru', '', 'lah', 'kalau', 'kompres', 'video', 'otak', 'dikit', 'jangan', 'sampai', 'pecah', 'kualitas', 'padahal', '', 'udh', 'pke', 'resolusi', 'kp', '', 'saja', 'tetep', 'burik', 'waktu', '', 'upload', '', 'tiktok', 'ayo', 'terbaru', 'fitur', '', 'penting', 'saja', '', 'guna', 'jangan', 'terbaru', 'buat', 'fitur', 'tidak jelas', '', '', 'stabilin', 'aplikasi', 'nya', 'biar', 'tidak ada', 'lag', 'atau', 'frame', '', 'guna', 'aplikasi', '', 'nyaman', 'guna', 'aplikasi', '', '', 'benar', 'lanjut', '', '', '', 'terbaru', '', '', 'tambah', 'kan', 'fitur', '', 'guna', '', 'depan', 'cepat', '', '', 'tunggu']",28,positive
Meisya Putri,3,2023-09-27 11:46:28,"akhir akhir ini Tik tok jd suka banget nge bug, setiap mau masuk tiktok, cuma muncul logo doang ga masuk masuk ke video, lama banget loading nya, tolong d perbaiki lagi, sayang bgt tiktok skrng jd gini, jd mau ga mau harus download ulang lagi, jd males","['akhir', 'akhir', '', 'tik', 'tok', 'jadi', 'suka', 'banget', 'nge', 'bug', '', 'mau', 'masuk', 'tiktok', 'cuma', 'muncul', 'logo', 'doang', 'tidak', 'masuk', 'masuk', '', 'video', 'lama', 'banget', 'loading', 'nya', '', 'di', 'baik', '', 'sayang', 'banget', 'tiktok', 'sekarang', 'jadi', 'gin', 'jadi', 'mau', 'tidak', 'mau', '', 'unduh', 'ulang', '', 'jadi', 'males']",9,positive
Putri Hadiu,1,2023-09-26 07:48:43,"Tiktok tidak bisa di buka,hanya terlihat logonya saja.Aplikasinya sudah di update tapi masih sering error. Harus di download ulang,tapi sudah sering terjadi beberapa kali. Perhatikan konten kreatornya tolong di perbaiki sistemnya.","['tiktok', '', '', '', 'bukahanya', 'lihat', 'logo', 'sajaaplikasinya', '', '', 'terbaru', '', '', 'sering', 'error', '', '', 'unduh', 'ulangtapi', '', 'sering', 'jadi', 'beberapa', 'kali', 'perhati', 'konten', 'kreator', '', '', 'baik', 'sistem']",8,positive
Anak Keren,1,2023-09-23 09:41:32,Tolong dong developer perbaiki tiktoknya... selama ini saya pake tiktok biasa-biasa saja tapi setelah di update malah habis itu aplikasinya gabisa di buka malah bahkan setelah di buka hape saya ngelag dan mati sendiri seperti ada virusnya tolong segera di perbaiki sekarang juga. Terimakasih,"['', 'dong', 'developer', 'baik', 'tiktoknya', 'lama', '', '', 'pakai', 'tiktok', 'biasabiasa', '', '', '', '', 'terbaru', 'bahkan', 'habis', '', 'aplikasi', 'tidak bisa', '', 'buka', 'bahkan', 'bahkan', '', '', 'buka', 'seluler', '', 'lelet', '', 'mati', 'sendiri', '', '', 'virus', '', 'segera', '', 'baik', 'sekarang', '', 'terima kasih']",20,positive
Yuli Yulida,1,2023-09-03 21:49:20,"Susah banget mau bukaa apk tiktok , setiap di bukaa ada suara ga ada gambar , tiba tiba keluar lagi dengan sendiri nya , bgtu mulu setiap bukaa . Padahal signal nya bagus . Jdi males buka tiktok . Tolong mas/mba di perbaiki . Udah ada kali 3 minggu gaa buka tiktok . Skrng mau bukaa lagi bgtu lagi . Mending uninstal aja dah . Gaa ada perbuhan sama sekali","['susah', 'banget', 'mau', 'bukaa', 'aplikasi', 'tiktok', '', '', 'bukaa', '', 'suara', 'tidak', '', 'gambar', 'tiba', 'tiba', 'keluar', '', '', 'sendiri', 'nya', 'bgtu', 'melulu', '', 'bukaa', 'padahal', 'sinyal', 'nya', 'bagus', 'jadi', 'males', 'buka', 'tiktok', '', 'masmba', '', 'baik', 'sudah', '', 'kali', 'minggu', 'gaa', 'buka', 'tiktok', 'sekarang', 'mau', 'bukaa', '', 'bgtu', '', 'lebih baik', 'copot', 'saja', 'sudah', 'gaa', '', 'perbuhan', 'sama', 'sekali']",7,positive
